Title,Year,Rating,Description,Genre
Time Trap,2018,6.274,A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.,"Science Fiction, Adventure"
The Substitute,1996,6.919,"When an inner-city Miami schoolteacher gets her knee broken after standing up to the school's gang leader, her mercenary combat specialist boyfriend goes undercover as a substitute teacher to take down the punk. Soon he discovers a conspiracy of criminals at work, and must reassemble his team from his last jungle raid to stop them.","Action, Crime, Drama, Thriller"
The Thomas Crown Affair,1999,6.746,"Bored billionaire executive Thomas Crown entertains himself by stealing a Monet from a reputed museum with an elaborate diversion. When Catherine Banning, the insurance company's investigator, takes an interest in Crown, he may have met his match, and a complicated back-and-forth game with seductive undertones begins between them.","Drama, Crime, Romance"
Space Jam,1996,6.812,"With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordan to win a basketball game against a team of moronic aliens.","Family, Comedy, Adventure, Animation, Science Fiction"
Invasion,2024,4.9,"When neighboring country Veragua suddenly attacks Curaçao and Aruba, the Dutch government is taken completely by surprise. The conflict escalates rapidly. Three young Navy recruits must figure out what is the right thing to do.","Action, Drama, Thriller"
Naruto Shippuden the Movie: Bonds,2008,7.317,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.","Fantasy, Animation, Action"
The Colors Within,2024,6.9,"Totsuko is a high school student with the ability to see the 'colors' of others. Colors of bliss, excitement, and serenity, plus a color she treasures as her favorite. Kimi, a classmate at her school, gives off the most beautiful color of all. Although she doesn't play an instrument, Totsuko forms a band with Kimi and Rui, a quiet music enthusiast they meet at a used bookstore in a far corner of town. As they practice at an old church on a remote island, music brings them together, forming friendships and stirring affections.","Animation, Drama, Music"
Don't Move,2024,6.337,"A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.","Horror, Thriller"
Four Weddings and a Funeral,1994,6.8,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","Comedy, Drama, Romance"
R.I.P.D.,2013,5.85,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.,"Fantasy, Action, Comedy"
Nightmare Alley,2021,7.0,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychologist who is even more dangerous than he is.,"Crime, Drama, Thriller"
Red Riding Hood,2011,5.989,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man. Unwilling to lose each other, Valerie and Peter plan to run away together when Valerie's older sister is killed by a werewolf that prowls the dark forest surrounding their village. Panic grips the town as Valerie discovers that she has a unique connection to the beast--one that inexorably draws them together, making her both suspect ... and bait.","Thriller, Drama, Fantasy, Mystery, Horror, Romance"
Dead Silence,2007,6.449,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",Horror
Lawrence of Arabia,1962,7.996,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.","Adventure, History, War"
Wyatt Earp,1994,6.8,"From Wichita to Dodge City, to the O.K. Corral in Tombstone, Wyatt Earp is taught that nothing matters more than family and the law. Joined by his brothers and Doc Holliday, Earp wages war on the dreaded Clanton and McLaury gangs.","Western, Drama, Action, Adventure"
Prison Break: The Final Break,2009,7.515,"Prison Break: The Movie. Michael and Sara wed, but the happiness is short-lived when the Feds apprehend her for the murder of Michael's mother, Christina. Once a hit is ordered on Sara, the team reunite to break out the increasingly vulnerable target.","Action, Drama, Thriller"
The Shallows,2016,6.348,"While surfing on a secluded beach, Nancy finds herself in the feeding grounds of a great white shark. Though stranded only 200 yards from shore, survival proves to be the ultimate test of wills, requiring all of her ingenuity, resourcefulness, and fortitude.","Horror, Drama, Thriller"
The Other Boleyn Girl,2008,6.695,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII.","Drama, Romance, History"
Beast,2022,6.566,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.","Thriller, Action, Horror, Adventure"
Loco Por Ella,2025,8.043,"Alvaro, an optimistic young man falls in love with Carla, a girl who is in a mental clinic. In trying to help her, he learns that mental illness requires more than just a positive attitude to overcome.",Comedy
Life,2017,6.443,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.","Horror, Science Fiction, Mystery, Thriller"
Swapping: My Friend's Wife 2,2018,7.0,"A man's business fails and he's chased by loan sharks. He moves in with his best friend. His best friend's wife can't conceive, so the man sleeps with his wife to help her conceive.",Romance
This Is the End,2013,6.23,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.","Action, Comedy"
周处除三嗨,2024,9.5,,
Storks,2016,6.669,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...","Adventure, Animation, Comedy, Family"
